English Word,Grammatical Type,Pidgin Translation,Script,True Transcription,Skyhawk Orthography,set,pack
in order to cause,compound preposition,jwfw,jwfw,chooh-fooh,čü-fü,,
in-back,preposition,Jrj,Jrj,jurch,jurč,preposition,grammar
in-character,compound noun,nuqrn,nuqrn,n'thurn,nᵘθurn,,
inclusion,noun,nawz,nCz,nauwz,nowz,,
increase,verb,Qerk,QPk,dthairk,ðārk,,
"incubus, succubus",noun,Xeys,XFs,zhays,žās,,
indefinite,noun prefix,nu,nu,nuh,nu,noun prefix,grammar
"indicate, point",verb,mwk,mwk,moohk,mük,,
indifference,compound noun,nujwXr,nujwXr,n'chooh-zhur,nᵘčü-žur,,
indifferent-to,compound preposition,jwXr,jwXr,chooh-zhur,čü-žur,,
individuality,noun,num,num,nuhm,num,,
indoors,noun,piln,pIn,piln,piln,,
infatuation,noun,JiN,JiN,jihng,jiŋ,,
infect,verb,qwj,qwj,thoohch,θüč,,
inferiority,compound noun,nuHy,nuHy,n'khhee,nᵘħē,,
infinity,noun,vgl,vG,vohl,vōl,,
influence,noun,Hglk,HGk,khhohlk,ħōlk,,
"information, knowledge",noun,selJ,sEJ,selj,selj,emotion,
infrared rays,noun,jawT,jCT,chauwts,čowṣ,,
in-front,preposition,Jr,Jr,jur,jur,preposition,grammar
"initiate, introduce",verb,Dem,Dem,dzehm,ẓem,,
initiation,noun,qip,qip,thihp,θip,,
inject,verb,ngrN,nbN,noarng,nōrŋ,,
"injury, wound",noun,qrN,qrN,thurng,θurŋ,,
ink,noun,fers,fPs,fairs,fārs,,
"innocence, virginity",noun,kik,kik,kihk,kik,,
input,noun,holx,hOx,hallsh,holš,,
insect,noun,DeJ,DeJ,dzehj,ẓej,animal,
insert,verb,ngl,nG,nohl,nōl,,
"inside, interior",compound noun,nulw,nulw,n'looh,nᵘlü,,
instrument (brass / woodwind) ,noun,Quln,QUn,dthuln,ðuln,,
"instrument (string, bow)",noun,serj,sPj,sairch,sārč,,
"instrument (string, hand)",noun,keyf,kFf,kayf,kāf,,
integrity,noun,Neyn,NFn,ngayn,ŋān,,
intelligence,noun,jrj,jrj,church,čurč,,
"intend, mean",verb,ngln,nGn,nohln,nōln,,
intensity,noun,xerX,xPX,shairzh,šārž,,
intent,noun,Der,DP,dzair,ẓār,,
intercept,verb,Taq,Taq,tsath,ṣaθ,,
"interfere, obstruct",verb,forz,fSz,farz,farz,,
interpret,verb,fa,fa,fa,fa,,
intersect,verb,nyN,nyN,neeng,nēŋ,,
intersex,noun,qgwn,qgn,thohwn,θōn,,
intervene,verb,Ygwx,Ygx,yohwsh,yōš,,
intestine,noun,zgyq,zBq,zoith,zoiθ,,
into,compound preposition,pwlw,pwlw,pooh-looh,pü-lü,,
"invade, raid",verb,qgwJ,qgJ,thohwj,θōj,,
invent,verb,ho,ho,ho,ho,,
ion,noun,haz,haz,haz,haz,,
iris,noun,xilN,xIN,shilng,šilŋ,,
iron,noun,Xwf,Xwf,zhoohf,žüf,,
irritation,noun,zyH,zyH,zeekhh,zēħ,,
island,noun,ja,ja,cha,ča,,
isolate,verb,qork,qSk,thark,θark,,
it (specific),pronoun,Ww(*),Ww(*),wooh*,wü(*),pronoun,grammar
"it, pronoun",pronoun,Ww,Ww,wooh,wü,pronoun,grammar
"item, unit",noun,xos,xos,shos,šos,,
jackalope,noun,koyx,kZx,kiish,kīš,,
jade (stone),noun,hoD,hoD,hodz,hoẓ,,
jaguar,noun,Yal,YA,yal,yal,,
"jail, prison",noun,Wyf,Wyf,weef,wēf,,
"jam, jelly, preserves",noun,fgyj,fBj,foich,foič,food,
January,noun,xuq,xuq,shuhth,šuθ,,
jaw,noun,Hap,Hap,khhap,ħap,,
jay,noun,qaw,qC,thauw,θow,,
jealousy,noun,pelX,pEX,pelzh,pelž,,
Jehovah (God of Abraham),proper noun,kuJgwv,kuJgv,k'johwv,kᵘjōv,,
jellyfish,noun,folv,fOv,fallv,folv,,
Jesus of Nazareth,proper noun,kuJyz,kuJyz,k'jeez,kᵘjēz,,
jet (of substance),noun,jiln,jIn,chiln,čiln,,
jet engine,noun,Relz,REz,relz,relz,,
"jewelry, ornament",noun,prX,prX,purzh,purž,,
"job, profession",noun,xilv,xIv,shilv,šilv,,
jogging,noun,korx,kSx,karsh,karš,,
joke,noun,Yulj,YUj,yulch,yulč,,
"joy, pleasure",noun,mr,mr,mur,mur,,
"juggle, multitask",verb,meyN,mFN,mayng,māŋ,,
juice,noun,Ter,TP,tsair,ṣār,,
July,noun,prq,prq,purth,purθ,,
jump-over,verb,fim,fim,fihm,fim,,
June,noun,nwp,nwp,noohp,nüp,,
"junk, material, stuff",noun,vors,vSs,vars,vars,,
Jupiter,proper noun,kuXrz,kuXrz,k'zhurz,kᵘžurz,,
kangaroo,noun,lyp,",lyp",leep,lēp,animal,
katydid,noun,qiln,qIn,thiln,θiln,,
kestrel,noun,Rer,RP,rair,rār,,
key,noun,Heyx,HFx,khhaysh,ħāš,,
keyboard,noun,qalv,qAv,thalv,θalv,,
keyhole,noun,peyn,pFn,payn,pān,,
kick,verb,krk,krk,kurk,kurk,,
kidney,noun,HawJ,HCJ,khhauwj,ħowj,,
"kill, make-die",verb,jawj,jCj,chauwch,čowč,,
"king, queen, ruler",compound noun,nunirsr,nunVsr,n'neer-sur,nᵘnēr-sur,,
kiss,verb,Juj,Juj,juhch,juč,,
kitchen,noun,nolT,nOT,nallts,nolṣ,,
kite-shape,noun,Tglx,TGx,tsohlsh,ṣōlš,,
kitsune,noun,XuH,XuH,zhuhkhh,žuħ,,
kiwi,noun,hirs,hVs,heers,hērs,,
knee,noun,Ygyq,YBq,yoith,yoiθ,,
kneeling,noun,koyp,kZp,kiip,kīp,,
knife,noun,zoyv,zZv,ziiv,zīv,food,
"knit, sew",verb,Yorj,YSj,yarch,yarč,,
knob,noun,neys,nFs,nays,nās,,
knocking-sound,noun,lik,",lik",lihk,lik,,
knot,noun,mcq,mcq,muoth,møθ,,
know-about,verb,keyn,kFn,kayn,kān,,
knuckle,noun,Jeym,JFm,jaym,jām,,
koala,noun,vik,vik,vihk,vik,,
"label, name",verb,hilf,hIf,hilf,hilf,,
"label, name",noun,vak,vak,vak,vak,,
labia (inner),noun,Xals,XAs,zhals,žals,,
labia (outer),noun,xals,xAs,shals,šals,,
lace,noun,qoyq,qZq,thiith,θīθ,,
lacking,unary suffix,Xr,Xr,zhur,žur,unary suffix,grammar
lake,noun,xyp,xyp,sheep,šēp,,
lamp,noun,noj,noj,noch,noč,,
lamprey,noun,pcj,pcj,puoch,pøč,,
"lance, pole-arm",noun,holD,hOD,halldz,holẓ,,
lancelet (animal),noun,JaN,JaN,jang,jaŋ,,
land-on,verb,zilp,zIp,zilp,zilp,,
language,noun,lulf,",lUf",lulf,lulf,social,
largeness,compound noun,zymTy,zymTy,zeem-tsee,zēm-ṣē,,
lasso,noun,Hej,Hej,khhehch,ħeč,,
last in order (etc.),compound noun,QuRwJw,QuRwJw,dth'rooh-jooh,ðᵘrü-jü,,
latex,noun,vulx,vUx,vulsh,vulš,,
latitude,noun,DawD,DCD,dzauwdz,ẓowẓ,world,
laugh,noun,Hu,Hu,khhuh,ħu,,
lava,noun,Yulv,YUv,yulv,yulv,,
law,noun,juf,juf,chuhf,čuf,,
"lawn, yard",noun,hulJ,hUJ,hulj,hulj,,
layer,noun,Noyq,NZq,ngiith,ŋīθ,,
laziness,noun,volq,vOq,vallth,volθ,,
"lead, precede",verb,Tyk,Tyk,tseek,ṣēk,,
leaf,noun,jawk,jCk,chauwk,čowk,,
learn,verb,nulz,nUz,nulz,nulz,,
lease,verb,lolf,",lOf",lallf,lolf,,
least,compound noun,nulHy,nUHy,nul-khhee,nul-ħē,,
leather,noun,Wif,Wif,wihf,wif,,
"lecture, speech",noun,Qel,QE,dthel,ðel,,
leech,noun,xoym,xZm,shiim,šīm,,
left,preposition,Wu,Wu,wuh,wu,preposition,grammar
left-hand direction,compound noun,nuWu,nuWu,n'wuh,nᵘwu,,
"leftovers, remainder",noun,Xgwp,Xgp,zhohwp,žōp,,
leg (locomotor),noun,Qif,Qif,dthihf,ðif,,
"legend, myth",noun,Hgwj,Hgj,khhohwch,ħōč,,
lemming,noun,vrn,vrn,vurn,vurn,,
lemon (color),compound noun,nol su saw,nO su sC,nall s'sauw,nol sᵘsow,,
lemon (fruit),noun,Tgwx,Tgx,tsohwsh,ṣōš,,
lemur,noun,sils,sIs,sils,sils,,
"lend, loan",verb,kalx,kAx,kalsh,kalš,,
length,noun,vi,vi,vih,vi,,
lens,noun,TelJ,TEJ,tselj,ṣelj,,
leopard,noun,Royf,RZf,riif,rīf,,
leprechaun,noun,Rum,Rum,ruhm,rum,,
less-than,preposition,Qwj,Qwj,dthoohch,ðüč,preposition,grammar
"letter, message",noun,zgwz,zgz,zohwz,zōz,,
"letter, symbol (symbolic)",noun,peyN,pFN,payng,pāŋ,,
"level with, on par with",compound preposition,xyXr,xyXr,shee-zhur,šē-žur,,
"level, rank",noun,Weym,WFm,waym,wām,,
"level, stage (of development)",noun,zolj,zOj,zallch,zolč,,
"lever, switch",compound noun,numyTsr,numyTsr,n'meets-sur,nᵘmēṣ-sur,,
lichen,noun,YwH,YwH,yoohkhh,yüħ,,
lick,verb,lix,",lix",lihsh,liš,food,
lie,verb,qoyj,qZj,thiich,θīč,,
life (the course of one's life),noun,xerp,xPp,shairp,šārp,,
"life-form, organism",noun,zer,zP,zair,zār,,
lifestyle,noun,qym,qym,theem,θēm,,
"lift, pick-up, raise",verb,xorj,xSj,sharch,šarč,,
light (visible),noun,prm,prm,purm,purm,science,
"light gray, mist (color)",compound noun,sawTy su feJ,sCTy su feJ,sauw-tsee s'fehj,sow-ṣē sᵘfej,,
light source,compound noun,nuXrssr,nuXrssr,n'zhurs-sur,nᵘ-žurs-sur,science,
light-bulb,noun,meln,mEn,meln,meln,,
lightning,noun,NoX,NoX,ngozh,ŋož,,
limbo,noun,vels,vEs,vels,vels,,
lime,noun,Yolv,YOv,yallv,yolv,,
limit,verb,ncp,ncp,nuop,nøp,,
limping,noun,kgyf,kBf,koif,koif,,
line,noun,pilx,pIx,pilsh,pilš,,
lion,noun,Ner,NP,ngair,ŋār,,
lip,noun,xulj,xUj,shulch,šulč,,
lipstick,noun,fiT,fiT,fihts,fiṣ,bathroom,home
liquid,noun,sulx,sUx,sulsh,sulš,,
liquid-sound (organic),noun,julx,jUx,chulsh,čulš,,
liquid-sound (sloshing),noun,silx,sIx,silsh,silš,,
liquor,noun,xolT,xOT,shallts,šolṣ,,
list,verb,lyq,",lyq",leeth,lēθ,,
list,noun,molT,mOT,mallts,molṣ,,
liter,noun,Yerf,YPf,yairf,yārf,,
litter,noun,Wa,Wa,wa,wa,,
liver,noun,zwf,zwf,zoohf,züf,,
"living-room, parlor",noun,Jeyf,JFf,jayf,jāf,,
"load, prepare, set-up",verb,siT,siT,sihts,siṣ,,
loan,compound noun,nukalx,nukAx,n'kalsh,nᵘkalš,,
lobster,noun,neyx,nFx,naysh,nāš,,
"locale, neighborhood, vicinity",noun,TwQ,TwQ,tsoohdth,ṣüð,,
location,noun,Dr,Dr,dzur,ẓur,,
lock,noun,fe,fe,feh,fe,,
lock,verb,Nrz,Nrz,ngurz,ŋurz,,
locket,noun,laj,",laj",lach,lač,,
locust,noun,Toyz,TZz,tsiiz,ṣīz,,
logic,noun,Xym,Xym,zheem,žēm,,
loneliness,noun,xus,xus,shuhs,šus,,
longitude,noun,fev,fev,fehv,fev,,
loop,noun,soyn,sZn,siin,sīn,,
loosen,verb,WaD,WaD,wadz,waẓ,,
lose (contest),verb,moj,moj,moch,moč,,
"lose, misplace",verb,hof,hof,hof,hof,,
"lose-to, succumb-to",verb,zeyj,zFj,zaych,zāč,,
"loudness, volume",noun,xyT,xyT,sheets,šēṣ,,
louse,noun,frX,frX,furzh,furž,,
"love (companionate), friendship",noun,lilf,",lIf",lilf,lilf,emotion,
"love (general), altruism, goodness",noun,Yul,YU,yul,yul,,
love (romantic or intimate),noun,YolJ,YOJ,yallj,yolj,,
love (sentimental or parental),noun,jen,jen,chehn,čen,,
lower,verb,xelq,xEq,shelth,šelθ,,
loyalty,noun,Wglf,WGf,wohlf,wōlf,,
lubricant (female or natural),noun,miX,miX,mihzh,miž,,
lubricant (synthetic),noun,liX,",liX",lihzh,liž,,
lunch,noun,qc,qc,thuo,θø,,
lung,noun,Tgwm,Tgm,tsohwm,ṣōm,,
lying-down,noun,hul,hU,hul,hul,,
lying-prone,noun,Qilm,QIm,dthilm,ðilm,,
lynx,noun,Toyj,TZj,tsiich,ṣīč,animal,
"ma'am, sir",noun,Ygyp,YBp,yoip,yoip,,
magenta,noun,qum,qum,thuhm,θum,,
magic,noun,Haf,Haf,khhaf,ħaf,,
magnet,noun,muln,mUn,muln,muln,,
magnetism,noun,piQ,piQ,pihdth,pið,,
magnitude,noun,mc,mc,muo,mø,,
main-course,noun,Dgrz,Dbz,dzoarz,ẓōrz,food,
"main-ness, primary-ness",noun,Terx,TPx,tsairsh,ṣārš,,
maintenance,compound noun,nuRorn,nuRSn,n'rarn,nᵘrarn,,
"make-appear, reveal",verb,Ncx,Ncx,nguosh,ŋøš,,
make-enemy-of,verb,fif,fif,fihf,fif,,
"make-love-to, yiff",verb,Yif,Yif,yihf,yif,,
"make-permanent, solidify",verb,pax,pax,pash,paš,,
"make-sound, sound-like",verb,Trj,Trj,tsurch,ṣurč,,
making-contact,compound noun,nuvw,nuvw,n'vooh,nᵘvü,,
male,noun,lon,",lon",lon,lon,animal,
male-bias (attraction to males),noun,loN,",loN",long,loŋ,animal,
mammal,noun,nglD,nGD,nohldz,nōlẓ,,
"manage, oversee",verb,DeH,DeH,dzehkhh,ẓeħ,,
manatee,noun,Dorq,DSq,dzarth,ẓarθ,animal,
mandrill,noun,vrs,vrs,vurs,vurs,,
"mangle, mutilate",verb,xorT,xST,sharts,šarṣ,,
mania,noun,Qels,QEs,dthels,ðels,,
"manifest-ness, obviousness",noun,sam,sam,sam,sam,,
mannequin,noun,pwT,pwT,poohts,püṣ,,
manta ray,noun,QgwD,QgD,dthohwdz,ðōẓ,,
mantis,noun,YgwD,YgD,yohwdz,yōẓ,,
many,compound noun,vulTy,vUTy,vul-tsee,vul-ṣē,,
maple,noun,fulJ,fUJ,fulj,fulj,,
marble,noun,kolq,kOq,kallth,kolθ,,
March,noun,fglf,fGf,fohlf,fōlf,,
margarine,noun,hgwv,hgv,hohwv,hōv,,
marmot,noun,pgrq,pbq,poarth,pōrθ,,
"marriage, matehood",noun,neT,neT,nehts,neṣ,,
"marry, mate",verb,hcQ,hcQ,huodth,høð,,
Mars,proper noun,kuTglT,kuTGT,k'tsohlts,kᵘṣōlṣ,,
marsupial,noun,qawp,qCp,thauwp,θowp,,
marsupial wolf,noun,jelJ,jEJ,chelj,čelj,,
masculinity,noun,noX,noX,nozh,nož,,
"mash, squish",verb,xgys,xBs,shois,šois,,
mask,noun,vilp,vIp,vilp,vilp,,
masochism,compound noun,ferp su pglQ,fPp su pGQ,fairp s'pohldth,fārp sᵘpōlð,,
"master, mistress",noun,Qux,Qux,dthuhsh,ðuš,,
"mat, rug",noun,zcm,zcm,zuom,zøm,,
"mate, spouse, husband, wife",compound noun,nuhcQsr,nuhcQsr,n'huodth-sur,nᵘhøð-sur,,
mathematics,noun,faX,faX,fazh,faž,science,
matte,noun,suk,suk,suhk,suk,,
matter,noun,salf,sAf,salf,salf,,
maximal,unary suffix,Jy,Jy,jee,jē,unary suffix,grammar
May,noun,pilk,pIk,pilk,pilk,,
mayfly,noun,velk,vEk,velk,velk,,
mayonnaise,noun,folx,fOx,fallsh,folš,,
me,pronoun,Wy,Wy,wee,wē,pronoun,grammar
meal,noun,Nr,Nr,ngur,ŋur,,
mean (arithmetic),noun,keX,keX,kehzh,kež,,
measure,verb,zof,zof,zof,zof,,
median (arithmetic),noun,xerm,xPm,shairm,šārm,,
meerkat,noun,jorf,jSf,charf,čarf,,
meet,verb,lim,",lim",lihm,lim,,
melt,verb,Julk,JUk,julk,julk,,
member,compound noun,nusuj,nusuj,n'suhch,nᵘsuč,,
member-of,preposition,suj,suj,suhch,suč,preposition,grammar
memorize,verb,hcJ,hcJ,huoj,høj,,
menstruation,noun,zgls,zGs,zohls,zōls,,
mentor,noun,Worn,WSn,warn,warn,,
menu,noun,WyQ,WyQ,weedth,wēð,,
Mercury,noun,mglf,mGf,mohlf,mōlf,,
mercy,noun,qrp,qrp,thurp,θurp,,
mesa,noun,Xgwz,Xgz,zhohwz,žōz,,
metal,noun,qus,qus,thuhs,θus,,
"metal-sound, resonance",noun,maz,maz,maz,maz,,
meteor,noun,Wrs,Wrs,wurs,wurs,,
meter (measure of length),noun,vif,vif,vihf,vif,,
"meter, readout",noun,pe,pe,peh,pe,,
method,noun,Xck,Xck,zhuok,žøk,,
microbe,noun,jorj,jSj,charch,čarč,,
microwave oven,compound noun,TilDsr,TIDsr,tsildz-sur,ṣilẓ-sur,,
microwaves,noun,TilD,TID,tsildz,ṣilẓ,,
middle-age adult,noun,Req,Req,rehth,reθ,,
midnight,noun,qys,qys,thees,θēs,,
might,verb suffix,nr,nr,nur,nur,verb suffix,grammar
might-be,compound verb,lynr,",lynr",lee-nur,lē-nur,,
milk,noun,xoys,xZs,shiis,šīs,,
mind,noun,nawj,nCj,nauwch,nowč,,
mindset,noun,Wam,Wam,wam,wam,,
mineral,noun,Rawf,RCf,rauwf,rowf,,
"miniature, model",noun,selT,sET,selts,selṣ,,
mink,noun,xrp,xrp,shurp,šurp,,
mint,noun,zeyz,zFz,zayz,zāz,,
minute,noun,Rgw,Rg,rohw,rō,,
mirror,noun,Tors,TSs,tsars,ṣars,bathroom,
misinterpret,verb,faj,faj,fach,fač,,
mist (substance),noun,xawj,xCj,shauwch,šowč,,
mite,noun,qiT,qiT,thihts,θiṣ,,
mitten,noun,nuf,nuf,nuhf,nuf,,
mixture,noun,vgyX,vBX,voizh,voiž,,
moan (pleasure expression),noun,WrN,WrN,wurng,wurŋ,,
moat,noun,Jeq,Jeq,jehth,jeθ,,
mode (arithmetic),noun,Nem,Nem,ngehm,ŋem,,
mode (of operation),noun,Daz,Daz,dzaz,ẓaz,,
modem,noun,hawp,hCp,hauwp,howp,,
moderate,unary suffix,ma,ma,ma,ma,unary suffix,grammar
moderation,noun,mex,mex,mehsh,meš,,
modesty,noun,myp,myp,meep,mēp,,
Mohammed,proper noun,kumgwH,kumgH,k'mohwkhh,kᵘmōħ,,
"moisten, wet",verb,pulD,pUD,puldz,pulẓ,,
mold (for producing copies),noun,qerJ,qPJ,thairj,θārj,,
mold (life-form),noun,xerD,xPD,shairdz,šārẓ,,
"mold, sculpt",verb,Welp,WEp,welp,welp,,
mole (animal),noun,hgrj,hbj,hoarch,hōrč,,
mole (skin growth),noun,Yerm,YPm,yairm,yārm,,
"molt, shed",verb,Jwq,Jwq,joohth,jüθ,,
momentum,noun,poH,poH,pokhh,poħ,,
Monday,noun,Xcv,Xcv,zhuov,žøv,,
monetary-interest,noun,Xulz,XUz,zhulz,žulz,,
money,noun,pez,pez,pehz,pez,,
mongoose,noun,Wil,WI,wil,wil,,
monitor,verb,YoyT,YZT,yiits,yīṣ,,
monkey,noun,kgyj,kBj,koich,koič,,
mons,noun,mej,mej,mehch,meč,,
monster,noun,lex,",lex",lehsh,leš,animal,
month,noun,jgl,jG,chohl,čōl,,
moon,noun,jolj,jOj,challch,čolč,,
Moon (the Earth's),proper noun,kujolJ,kujOJ,k'challj,kᵘčolj,,
moose,noun,Drp,Drp,dzurp,ẓurp,animal,
mop,noun,moN,moN,mong,moŋ,,
more-than,preposition,Qw,Qw,dthooh,ðü,preposition,grammar
morning (post-dawn),noun,zi,zi,zih,zi,,
mortality,noun,xax,xax,shash,šaš,,
mosquito,noun,nwk,nwk,noohk,nük,,
moss,noun,jox,jox,chosh,čoš,,
most,compound noun,nulTy,nUTy,nul-tsee,nul-ṣē,,
moth,noun,jelz,jEz,chelz,čelz,,
"motion, movement",compound noun,nuWer,nuWP,n'wair,nᵘwār,,
motorcycle,noun,YgrD,YbD,yoardz,yōrẓ,,
mountain,noun,jwz,jwz,choohz,čüz,,
mouse (animal),noun,Yam,Yam,yam,yam,,
mouse (computer),noun,jrN,jrN,churng,čurŋ,,
mouth,noun,Yyz,Yyz,yeez,yēz,,
mouthwash,noun,sorm,sSm,sarm,sarm,bathroom,home
move (an object),verb,pwx,pwx,poohsh,püš,,
move-like (style or position),verb,Wer,WP,wair,wār,,
"movie, moving image",noun,hgyN,hBN,hoing,hoiŋ,,
"mucus, snot",noun,Twk,Twk,tsoohk,ṣük,,
mud,noun,Juq,Juq,juhth,juθ,,
mudskipper,noun,Wyq,Wyq,weeth,wēθ,,
"muffin, roll",noun,zgrm,zbm,zoarm,zōrm,,
mug,verb,xil,xI,shil,šil,,
"multiplicity, number-of-times",noun,meyk,mFk,mayk,māk,,
mumble,verb,mrm,mrm,murm,murm,,
muscle,noun,YorJ,YSJ,yarj,yarj,,
museum,noun,vir,vV,veer,vēr,,
music,noun,Hgyv,HBv,khhoiv,ħoiv,,
musical instrument,noun,Toq,Toq,tsoth,ṣoθ,,
muskrat,noun,zej,zej,zehch,zeč,,
mustache,noun,YerN,YPN,yairng,yārŋ,,
mutant,noun,qawN,qCN,thauwng,θowŋ,,
muzzle,noun,Hw,Hw,khhooh,ħü,,
"mystery, puzzle",noun,Tgy,TB,tsoi,ṣoi,,
nag,verb,Jawq,JCq,jauwth,jowθ,,
nail (hammering spike),noun,qolj,qOj,thallch,θolč,,
nail polish,noun,peys,pFs,pays,pās,,
naiveté,noun,Ywf,Ywf,yoohf,yüf,,
narcissism,noun,mgrD,mbD,moardz,mōrẓ,,
native,noun,TolD,TOD,tsalldz,ṣolẓ,,
naturally,noun suffix,ny,ny,nee,nē,noun suffix,grammar
nausea,noun,Jyv,Jyv,jeev,jēv,,
navigate,verb,Jrz,Jrz,jurz,jurz,,
navy blue,compound noun,kuq su feJ,kuq su feJ,kuhth s'fehj,kuθ sᵘfej,,
near-to,preposition,Ri,Ri,rih,ri,preposition,grammar
nebula,noun,jgwJ,jgJ,chohwj,čōj,,
"necessity, requirement",noun,zelk,zEk,zelk,zelk,social,
neck,noun,feyj,fFj,faych,fāč,,
necklace,noun,quv,quv,thuhv,θuv,,
needing,verb suffix,Dul,DU,dzul,ẓul,verb suffix,grammar
"needle, spine",noun,sin,sin,sihn,sin,,
negative,numerical term,Jul,JU,jul,jul,number,grammar
negativity,compound noun,nuJul,nuJU,n'jul,nᵘjul,,
negotiate,verb,Dcn,Dcn,dzuon,ẓøn,,
neighbor,noun,Xgyk,XBk,zhoik,žoik,,
neither-nor,conjunction,muj,muj,muhch,muč,preposition,grammar
Neptune,proper noun,kukeln,kukEn,k'keln,kᵘkeln,,
nerve,noun,DerJ,DPJ,dzairj,ẓārj,body,
nervousness,noun,huQ,huQ,huhdth,huð,,
nest,noun,pam,pam,pam,pam,,
"net, web",noun,Julj,JUj,julch,julč,,
network,noun,Wgwn,Wgn,wohwn,wōn,,
neutrality,noun,YgrT,YbT,yoarts,yōrṣ,,
never,compound noun,luqe,",luqe",l'theh,lᵘθe,,
newness,noun,jglf,jGf,chohlf,čōlf,,
"newsletter, newspaper",noun,Rox,Rox,rosh,roš,,
newt,noun,krJ,krJ,kurj,kurj,,
night,noun,lij,",lij",lihch,lič,,
nine,numerical term,qyx,qyx,theesh,θēš,number,grammar
nipple,noun,Dyk,Dyk,dzeek,ẓēk,,
nitrogen,noun,xoD,xoD,shodz,šoẓ,,
no,noun,RuH,RuH,ruhkhh,ruħ,,
nobility,noun,seyH,sFH,saykhh,sāħ,,
nobody,compound noun,lufr,",lufr",l'fur,lᵘfur,,
noise,noun,kyH,kyH,keekhh,kēħ,,
none-of,noun prefix,lu,",lu",luh,lu,noun prefix,grammar
nonsense,noun,pyj,pyj,peech,pēč,,
"noodle, pasta",noun,pirp,pVp,peerp,pērp,,
noon,noun,Yus,Yus,yuhs,yus,,
normalcy,compound noun,nunJw,nunJw,nuhn-jooh,nun-jü,,
north,noun,laz,",laz",laz,laz,world,
North America,proper noun,kuhc,kuhc,k'huo,kᵘhø,,
nose,noun,qoyH,qZH,thiikhh,θīħ,,
nostril,noun,Rgyk,RBk,roik,roik,,
not,unary suffix,Hr,Hr,khhur,ħur,unary suffix,grammar
not-both,conjunction,Yuj,Yuj,yuhch,yuč,preposition,grammar
notepad,noun,prj,prj,purch,purč,,
nothing,compound noun,luDu,",luDu",l'dzuh,lᵘẓu,,
"notice, pay-attention-to",verb,XrD,XrD,zhurdz,žurẓ,,
"noun, object, thing",noun,Du,Du,dzuh,ẓu,,
nova,noun,jol,jO,chall,čol,,
November,noun,Woys,WZs,wiis,wīs,,
"now, the present time",compound noun,nuqu,nuqu,n'thuh,nᵘθu,,
nowhere,compound noun,luDr,",luDr",l'dzur,lᵘẓur,,
"nudge, poke, tap",verb,nolq,nOq,nallth,nolθ,,
number,noun,vul,vU,vul,vul,,
number one (etc.),compound noun,nuRw,nuRw,n'rooh,nᵘrü,,
nunchaku,noun,zelp,zEp,zelp,zelp,,
nurse,noun,selz,sEz,selz,selz,,
nurture,verb,jaf,jaf,chaf,čaf,,
nut (for screw),noun,nom,nom,nom,nom,,
nut (from tree),noun,Rawz,RCz,rauwz,rowz,,
nutrition,noun,Nop,Nop,ngop,ŋop,,
nuzzle,verb,xoyn,xZn,shiin,šīn,,
oak,noun,nyQ,nyQ,needth,nēð,,
"oar, pedal",noun,jolm,jOm,challm,čolm,,
oat,noun,Raq,Raq,rath,raθ,,
obesity,noun,Xglm,XGm,zhohlm,žōlm,,
obey,verb,Xys,Xys,zhees,žēs,,
observe,verb,xrm,xrm,shurm,šurm,,
obsolescence,noun,DcD,DcD,dzuodz,ẓøẓ,,
ocean blue,compound noun,zcn su feJ,zcn su feJ,zuon s'fehj,zøn sᵘfej,,
"ocean, sea",compound noun,xyp su hulq,xyp su hUq,sheep s'hulth,šēp sᵘhulθ,,
ocelot,noun,Terj,TPj,tsairch,ṣārč,,
October,noun,lorJ,",lSJ",larj,larj,,
octopus,noun,vulD,vUD,vuldz,vulẓ,,
offend,verb,Wglz,WGz,wohlz,wōlz,,
offspring,noun,hoyz,hZz,hiiz,hīz,,
ogre,noun,mulQ,mUQ,muldth,mulð,,
oil,noun,Wof,Wof,wof,wof,,
olive (food),noun,Dgwj,Dgj,dzohwch,ẓōč,food,
omit,verb,his,his,hihs,his,,
omnivore,noun,nuD,nuD,nuhdz,nuẓ,,
on top of,compound preposition,xysy,xysy,shee-see,šē-sē,,
one,numerical term,Rw,Rw,rooh,rü,number,grammar
only,noun suffix,py,py,pee,pē,noun suffix,grammar
open-mindedness,noun,niJ,niJ,nihj,nij,,
operator,compound noun,nusr,nusr,n'sur,nᵘsur,,
operator,noun suffix,sr,sr,sur,sur,noun suffix,grammar
opinion,noun,Ruj,Ruj,ruhch,ruč,,
opponent,noun,jyj,jyj,cheech,čēč,,
opportunity,noun,Yelm,YEm,yelm,yelm,,
opposite,compound noun,nuJw,nuJw,n'jooh,nᵘjü,,
oppression,noun,mulk,mUk,mulk,mulk,,
orange (color),compound noun,Hix su nol,Hix su nO,khhihsh s'nall,ħiš sᵘnol,,
orange (fruit),noun,Tuj,Tuj,tsuhch,ṣuč,,
orangutan,noun,zys,zys,zees,zēs,,
"orbit, revolve",verb,nrm,nrm,nurm,nurm,,
orc,noun,QilH,QIH,dthilkhh,ðilħ,,
"orca, killer whale",noun,zwj,zwj,zoohch,züč,,
order,noun,heH,heH,hehkhh,heħ,,
organ (biological),noun,Tuls,TUs,tsuls,ṣuls,,
"organ, piano",noun,pus,pus,puhs,pus,,
orgasm,noun,has,has,has,has,,
